"Type","X","Y"
"curve",0.,0.
"curve",5.333333333333334e-6,0.0023676161523102025
"curve",0.000010666666666666667,0.0033485961192626056
"curve",0.000016000000000000003,0.004101440252353241
"curve",0.000021333333333333335,0.004736192595608831
"curve",0.000026666666666666667,0.00529547778204172
"curve",0.000032000000000000005,0.005801156318008061
"curve",0.00003733333333333334,0.006266214346722804
"curve",0.00004266666666666667,0.006699113058708077
"curve",0.000048,0.00710572961684434
"curve",0.00005333333333333333,0.007490343147557806
"curve",0.00005866666666666667,0.007856184045581437
"curve",0.00006400000000000001,0.008205762006230546
"curve",0.00006933333333333334,0.008541072858396661
"curve",0.00007466666666666667,0.0088637348124364
"curve",0.00008,0.009175081505674035
"curve",0.00008533333333333334,0.009476227494885246
"curve",0.00009066666666666667,0.009768115556723326
"curve",0.000096,0.01005155161566576
"curve",0.00010133333333333333,0.010327231039067204
"curve",0.00010666666666666667,0.010595758772264707
"curve",0.00011200000000000001,0.01085766499069482
"curve",0.00011733333333333334,0.011113417431752226
"curve",0.00012266666666666668,0.011363431228681522
"curve",0.00012800000000000002,0.011608076838436125
"curve",0.00013333333333333334,0.011847686496480166
"curve",0.00013866666666666669,0.012082559519859789
"curve",0.000144,0.012312966700179092
"curve",0.00014933333333333335,0.012539153970394753
"curve",0.00015466666666666667,0.012761345486970202
"curve",0.00016,0.012979746237437702
"curve",0.00016533333333333333,0.013194544259742483
"curve",0.00017066666666666668,0.013405912541757993
"curve",0.00017600000000000002,0.013614010655563485
"curve",0.00018133333333333334,0.013818986170393177
"curve",0.0001866666666666667,0.014020975879825646
"curve",0.000192,0.014220106872217865
"curve",0.00019733333333333335,0.014416497468183473
"curve",0.00020266666666666667,0.014610258044758717
"curve",0.00020800000000000001,0.014801491762559215
"curve",0.00021333333333333333,0.014990295209528805
"curve",0.00021866666666666668,0.015176758972684097
"curve",0.00022400000000000002,0.015360968147460165
"curve",0.00022933333333333334,0.01554300279278426
"curve",0.0002346666666666667,0.015722938338782463
"curve",0.00024,0.01590084595300923
"curve",0.00024533333333333335,0.016076792870243464
"curve",0.00025066666666666667,0.01625084269018544
"curve",0.00025600000000000004,0.01642305564679246
"curve",0.00026133333333333336,0.01659348885248732
"curve",0.0002666666666666667,0.016762196520046707
"curve",0.000272,0.016929230164613267
"curve",0.00027733333333333337,0.017094638787965216
"curve",0.0002826666666666667,0.0172584690469116
"curve",0.000288,0.01742076540745345
"curve",0.0002933333333333333,0.01758157028615415
"curve",0.0002986666666666667,0.01774092417999284
"curve",0.000304,0.017898865785827164
"curve",0.00030933333333333334,0.018055432110463898
"curve",0.0003146666666666667,0.018210658572224446
