birth,death,center_index,dimension
0.6890881580994502,0.7586519487886444,141,1
0.6198910779349545,0.626032747112108,142,0
0.37222378520337507,0.7586519487886444,142,0
0.6891936848096971,0.7586519487886444,142,1
0.6202263397310703,0.6263646337497162,143,0
0.37188019286465157,0.7586519487886444,143,0
0.6892890692421964,0.7586519487886444,143,1
0.6205588070232199,0.6266993922963062,144,0
0.3715356153056427,0.7586519487886444,144,0
0.6893743747364874,0.7586519487886444,144,1
0.6208881674130837,0.6270394484824261,145,0
0.3711903903133065,0.7586519487886444,145,0
0.6894493620610745,0.7586519487886444,145,1
0.6212139437607015,0.6273813623570856,146,0
0.3708448572510906,0.7586519487886444,146,0
0.6895141350788903,0.7586519487886444,146,1
0.6215358428965995,0.6277246831437024,147,0
0.3704993567336377,0.7586519487886444,147,0
0.6895684620277812,0.7586519487886444,147,1
0.6218536541147711,0.6280690699974105,148,0
0.37015423029657646,0.7586519487886444,148,0
0.6896124663854275,0.7586519487886444,148,1
0.622166752455966,0.628414181577138,149,0
0.36980982006166385,0.7586519487886444,149,0
0.6896459428011759,0.7586519487886444,149,1
0.6224751411226721,0.6287596763867733,150,0
0.36946646839756025,0.7586519487886444,150,0
0.6896690181295181,0.7586519487886444,150,1
0.6227781817787387,0.6291052131142514,151,0
0.3691245175765386,0.7586519487886444,151,0
0.6896815275636871,0.7586519487886444,151,1
0.623075860927854,0.6294504509682276,152,0
0.3687843094274477,0.7586519487886444,152,0
0.6896835898078585,0.7586519487886444,152,1
0.6233675106201079,0.6297950500120235,153,0
0.3684461849852713,0.7586519487886444,153,0
0.6896750898887859,0.7586519487886444,153,1
0.6236531271637336,0.6301386714945374,154,0
0.36811048413763897,0.7586519487886444,154,0
0.6896561315694618,0.7586519487886444,154,1
0.623932222669198,0.6304809781778237,155,0
0.3677775452686698,0.7586519487886444,155,0
0.6896266541388298,0.7586519487886444,155,1
0.6242045176894957,0.6308216346610576,156,0
0.3674477049005471,0.7586519487886444,156,0
0.6895867443748608,0.7586519487886444,156,1
0.6244698175655683,0.6311603077006155,157,0
0.367121297333236,0.7586519487886444,157,0
0.6895363953929635,0.7586519487886444,157,1
