t,curve_x,curve_y,focal_x,focal_y
-1.62163,-0.0508091,-1.79768,0.000293744,-1.23963
-1.6216,-0.0507777,-1.79768,0.000293344,-1.23963
-1.62156,-0.0507463,-1.79768,0.000292693,-1.23964
-1.62153,-0.050715,-1.79768,0.000292295,-1.23965
-1.6215,-0.0506836,-1.79769,0.000291645,-1.23965
-1.62147,-0.0506522,-1.79769,0.000291185,-1.23966
-1.62144,-0.0506208,-1.79769,0.0002906,-1.23966
-1.62141,-0.0505895,-1.7977,0.000289952,-1.23967
-1.62138,-0.0505581,-1.7977,0.000289369,-1.23968
-1.62134,-0.0505267,-1.7977,0.000288974,-1.23968
-1.62131,-0.0504953,-1.7977,0.000288454,-1.23969
-1.62128,-0.050464,-1.79771,0.000287809,-1.23969
-1.62125,-0.0504326,-1.79771,0.000287353,-1.2397
-1.62122,-0.0504012,-1.79771,0.000286772,-1.23971
-1.62119,-0.0503698,-1.79772,0.000286192,-1.23971
-1.62116,-0.0503384,-1.79772,0.000285675,-1.23972
-1.62112,-0.0503071,-1.79772,0.000285159,-1.23972
-1.62109,-0.0502757,-1.79772,0.000284643,-1.23973
-1.62106,-0.0502443,-1.79773,0.00028419,-1.23973
-1.62103,-0.0502129,-1.79773,0.000283551,-1.23974
-1.621,-0.0501816,-1.79773,0.000283037,-1.23975
-1.62097,-0.0501502,-1.79774,0.000282586,-1.23975
-1.62094,-0.0501188,-1.79774,0.000282011,-1.23976
-1.6209,-0.0500874,-1.79774,0.000281437,-1.23976
-1.62087,-0.0500561,-1.79774,0.000280987,-1.23977
-1.62084,-0.0500247,-1.79775,0.000280414,-1.23978
-1.62081,-0.0499933,-1.79775,0.000279966,-1.23978
-1.62078,-0.0499619,-1.79775,0.000279332,-1.23979
-1.62075,-0.0499306,-1.79775,0.000278885,-1.23979
-1.62072,-0.0498992,-1.79776,0.000278314,-1.2398
-1.62068,-0.0498678,-1.79776,0.000277868,-1.2398
-1.62065,-0.0498364,-1.79776,0.000277237,-1.23981
-1.62062,-0.049805,-1.79777,0.00027673,-1.23982
-1.62059,-0.0497737,-1.79777,0.000276162,-1.23982
-1.62056,-0.0497423,-1.79777,0.000275719,-1.23983
-1.62053,-0.0497109,-1.79777,0.000275152,-1.23983
-1.6205,-0.0496795,-1.79778,0.000274648,-1.23984
-1.62046,-0.0496482,-1.79778,0.000274144,-1.23985
-1.62043,-0.0496168,-1.79778,0.000273641,-1.23985
-1.6204,-0.0495854,-1.79779,0.0002732,-1.23986
-1.62037,-0.049554,-1.79779,0.000272513,-1.23986
-1.62034,-0.0495227,-1.79779,0.000272135,-1.23987
-1.62031,-0.0494913,-1.79779,0.000271511,-1.23988
-1.62028,-0.0494599,-1.7978,0.000271011,-1.23988
-1.62024,-0.0494285,-1.7978,0.00027045,-1.23989
-1.62021,-0.0493971,-1.7978,0.000269951,-1.23989
-1.62018,-0.0493658,-1.79781,0.000269453,-1.2399
-1.62015,-0.0493344,-1.79781,0.000268955,-1.2399
-1.62012,-0.049303,-1.79781,0.000268519,-1.23991
-1.62009,-0.0492716,-1.79781,0.0002679,-1.23992
-1.62006,-0.0492403,-1.79782,0.000267465,-1.23992
-1.62003,-0.0492089,-1.79782,0.000266909,-1.23993
-1.61999,-0.0491775,-1.79782,0.000266353,-1.23993
-1.61996,-0.0491461,-1.79782,0.000265919,-1.23994
-1.61993,-0.0491147,-1.79783,0.000265365,-1.23994
-1.6199,-0.0490834,-1.79783,0.000264811,-1.23995
-1.61987,-0.049052,-1.79783,0.00026444,-1.23996
-1.61984,-0.0490206,-1.79784,0.000263887,-1.23996
-1.61981,-0.0489892,-1.79784,0.000263396,-1.23997
-1.61977,-0.0489579,-1.79784,0.000262784,-1.23997
-1.61974,-0.0489265,-1.79784,0.000262354,-1.23998
-1.61971,-0.0488951,-1.79785,0.000261925,-1.23998
-1.61968,-0.0488637,-1.79785,0.000261376,-1.23999
-1.61965,-0.0488323,-1.79785,0.000260827,-1.24
-1.61962,-0.048801,-1.79786,0.000260339,-1.24
-1.61959,-0.0487696,-1.79786,0.000259791,-1.24001
-1.61955,-0.0487382,-1.79786,0.000259245,-1.24001
-1.61952,-0.0487068,-1.79786,0.00025894,-1.24002
-1.61949,-0.0486754,-1.79787,0.000258334,-1.24002
-1.61946,-0.0486441,-1.79787,0.000257849,-1.24003
-1.61943,-0.0486127,-1.79787,0.000257304,-1.24004
-1.6194,-0.0485813,-1.79787,0.000256821,-1.24004
-1.61937,-0.0485499,-1.79788,0.000256277,-1.24005
-1.61933,-0.0485186,-1.79788,0.000255855,-1.24005
-1.6193,-0.0484872,-1.79788,0.000255313,-1.24006
-1.61927,-0.0484558,-1.79789,0.000254772,-1.24007
-1.61924,-0.0484244,-1.79789,0.000254351,-1.24007
-1.61921,-0.048393,-1.79789,0.00025381,-1.24008
-1.61918,-0.0483617,-1.79789,0.000253451,-1.24008
-1.61915,-0.0483303,-1.7979,0.000252972,-1.24009
-1.61911,-0.0482989,-1.7979,0.000252254,-1.24009
-1.61908,-0.0482675,-1.7979,0.000251836,-1.2401
-1.61905,-0.0482361,-1.7979,0.000251299,-1.2401
-1.61902,-0.0482048,-1.79791,0.000250942,-1.24011
-1.61899,-0.0481734,-1.79791,0.000250466,-1.24011
-1.61896,-0.048142,-1.79791,0.000249931,-1.24012
-1.61893,-0.0481106,-1.79792,0.000249515,-1.24013
-1.61889,-0.0480792,-1.79792,0.000248981,-1.24013
-1.61886,-0.0480479,-1.79792,0.000248448,-1.24014
-1.61883,-0.0480165,-1.79792,0.000248034,-1.24014
-1.6188,-0.0479851,-1.79793,0.000247502,-1.24015
-1.61877,-0.0479537,-1.79793,0.00024703,-1.24015
-1.61874,-0.0479223,-1.79793,0.00024644,-1.24016
-1.61871,-0.047891,-1.79793,0.000246087,-1.24017
-1.61867,-0.0478596,-1.79794,0.000245499,-1.24017
-1.61864,-0.0478282,-1.79794,0.000245029,-1.24018
-1.61861,-0.0477968,-1.79794,0.000244678,-1.24018
-1.61858,-0.0477654,-1.79795,0.000244091,-1.24019
-1.61855,-0.0477341,-1.79795,0.000243682,-1.24019
-1.61852,-0.0477027,-1.79795,0.000243096,-1.2402
-1.61849,-0.0476713,-1.79795,0.000242571,-1.24021
-1.61845,-0.0476399,-1.79796,0.000242222,-1.24021
-1.61842,-0.0476085,-1.79796,0.000241757,-1.24022
-1.61839,-0.0475772,-1.79796,0.000241291,-1.24022
-1.61836,-0.0475458,-1.79796,0.000240768,-1.24023
-1.61833,-0.0475144,-1.79797,0.000240422,-1.24023
-1.6183,-0.047483,-1.79797,0.000239723,-1.24024
-1.61827,-0.0474516,-1.79797,0.000239319,-1.24024
-1.61823,-0.0474203,-1.79798,0.000238798,-1.24025
-1.6182,-0.0473889,-1.79798,0.000238336,-1.24026
-1.61817,-0.0473575,-1.79798,0.000237875,-1.24026
-1.61814,-0.0473261,-1.79798,0.000237356,-1.24027
-1.61811,-0.0472947,-1.79799,0.000237013,-1.24027
-1.61808,-0.0472634,-1.79799,0.000236495,-1.24028
-1.61805,-0.047232,-1.79799,0.000236095,-1.24028
-1.61801,-0.0472006,-1.79799,0.000235578,-1.24029
-1.61798,-0.0471692,-1.798,0.000235178,-1.24029
-1.61795,-0.0471378,-1.798,0.000234546,-1.2403
-1.61792,-0.0471065,-1.798,0.000234148,-1.2403
-1.61789,-0.0470751,-1.798,0.000233692,-1.24031
-1.61786,-0.0470437,-1.79801,0.000233237,-1.24032
-1.61783,-0.0470123,-1.79801,0.000232723,-1.24032
-1.61779,-0.0469809,-1.79801,0.000232327,-1.24033
-1.61776,-0.0469495,-1.79802,0.000231874,-1.24033
-1.61773,-0.0469182,-1.79802,0.000231478,-1.24034
-1.6177,-0.0468868,-1.79802,0.000230852,-1.24034
-1.61767,-0.0468554,-1.79802,0.000230399,-1.24035
-1.61764,-0.046824,-1.79803,0.000229948,-1.24035
-1.61761,-0.0467926,-1.79803,0.000229555,-1.24036
-1.61757,-0.0467613,-1.79803,0.000229105,-1.24036
-1.61754,-0.0467299,-1.79803,0.000228597,-1.24037
-1.61751,-0.0466985,-1.79804,0.000228206,-1.24037
-1.61748,-0.0466671,-1.79804,0.000227641,-1.24038
-1.61745,-0.0466357,-1.79804,0.000227193,-1.24039
-1.61742,-0.0466043,-1.79804,0.000226803,-1.24039
-1.61739,-0.046573,-1.79805,0.000226299,-1.2404
-1.61735,-0.0465416,-1.79805,0.000225852,-1.2404
-1.61732,-0.0465102,-1.79805,0.000225349,-1.24041
-1.61729,-0.0464788,-1.79805,0.000224846,-1.24041
-1.61726,-0.0464474,-1.79806,0.000224516,-1.24042
-1.61723,-0.0464161,-1.79806,0.000224015,-1.24042
-1.6172,-0.0463847,-1.79806,0.000223628,-1.24043
-1.61717,-0.0463533,-1.79807,0.000223128,-1.24044
-1.61713,-0.0463219,-1.79807,0.000222513,-1.24044
-1.6171,-0.0462905,-1.79807,0.000222186,-1.24045
-1.61707,-0.0462591,-1.79807,0.000221687,-1.24045
-1.61704,-0.0462278,-1.79808,0.000221361,-1.24046
-1.61701,-0.0461964,-1.79808,0.000220807,-1.24046
-1.61698,-0.046165,-1.79808,0.000220367,-1.24047
-1.61695,-0.0461336,-1.79808,0.000219928,-1.24047
-1.61691,-0.0461022,-1.79809,0.000219546,-1.24048
-1.61688,-0.0460709,-1.79809,0.000218994,-1.24049
-1.61685,-0.0460395,-1.79809,0.000218613,-1.24049
-1.61682,-0.0460081,-1.79809,0.000218177,-1.24049
-1.61679,-0.0459767,-1.7981,0.000217683,-1.2405
-1.61676,-0.0459453,-1.7981,0.000217248,-1.24051
-1.61673,-0.0459139,-1.7981,0.000216755,-1.24051
-1.61669,-0.0458826,-1.7981,0.000216321,-1.24052
-1.61666,-0.0458512,-1.79811,0.000216001,-1.24052
-1.61663,-0.0458198,-1.79811,0.000215567,-1.24053
-1.6166,-0.0457884,-1.79811,0.000215077,-1.24053
-1.61657,-0.045757,-1.79811,0.000214531,-1.24054
-1.61654,-0.0457256,-1.79812,0.000214043,-1.24054
-1.61651,-0.0456943,-1.79812,0.000213725,-1.24055
-1.61648,-0.0456629,-1.79812,0.000213294,-1.24055
-1.61644,-0.0456315,-1.79813,0.000212864,-1.24056
-1.61641,-0.0456001,-1.79813,0.000212434,-1.24056
-1.61638,-0.0455687,-1.79813,0.000211892,-1.24057
-1.61635,-0.0455373,-1.79813,0.000211463,-1.24058
-1.61632,-0.045506,-1.79814,0.000211092,-1.24058
-1.61629,-0.0454746,-1.79814,0.000210664,-1.24059
-1.61626,-0.0454432,-1.79814,0.000210181,-1.24059
-1.61622,-0.0454118,-1.79814,0.000209811,-1.2406
-1.61619,-0.0453804,-1.79815,0.000209385,-1.2406
-1.61616,-0.045349,-1.79815,0.000208847,-1.24061
-1.61613,-0.0453177,-1.79815,0.000208479,-1.24061
-1.6161,-0.0452863,-1.79815,0.000208166,-1.24062
-1.61607,-0.0452549,-1.79816,0.000207687,-1.24062
-1.61604,-0.0452235,-1.79816,0.000207096,-1.24063
-1.616,-0.0451921,-1.79816,0.000206729,-1.24063
-1.61597,-0.0451607,-1.79816,0.000206307,-1.24064
-1.61594,-0.0451294,-1.79817,0.000205886,-1.24064
-1.61591,-0.045098,-1.79817,0.000205465,-1.24065
-1.61588,-0.0450666,-1.79817,0.000204989,-1.24066
-1.61585,-0.0450352,-1.79817,0.000204569,-1.24066
-1.61582,-0.0450038,-1.79818,0.000204205,-1.24067
-1.61578,-0.0449724,-1.79818,0.000203786,-1.24067
-1.61575,-0.044941,-1.79818,0.000203257,-1.24068
-1.61572,-0.0449097,-1.79818,0.000202895,-1.24068
-1.61569,-0.0448783,-1.79819,0.000202534,-1.24069
-1.61566,-0.0448469,-1.79819,0.000202061,-1.24069
-1.61563,-0.0448155,-1.79819,0.000201645,-1.2407
-1.6156,-0.0447841,-1.79819,0.00020123,-1.2407
-1.61556,-0.0447527,-1.7982,0.000200759,-1.24071
-1.61553,-0.0447214,-1.7982,0.00020029,-1.24071
-1.6155,-0.04469,-1.7982,0.000199931,-1.24072
-1.61547,-0.0446586,-1.7982,0.000199518,-1.24072
-1.61544,-0.0446272,-1.79821,0.00019905,-1.24073
-1.61541,-0.0445958,-1.79821,0.000198638,-1.24073
-1.61538,-0.0445644,-1.79821,0.000198171,-1.24074
-1.61534,-0.0445331,-1.79821,0.00019787,-1.24074
-1.61531,-0.0445017,-1.79822,0.000197294,-1.24075
-1.61528,-0.0444703,-1.79822,0.000196939,-1.24076
-1.61525,-0.0444389,-1.79822,0.000196585,-1.24076
-1.61522,-0.0444075,-1.79822,0.000196121,-1.24077
-1.61519,-0.0443761,-1.79823,0.000195767,-1.24077
-1.61516,-0.0443447,-1.79823,0.000195414,-1.24077
-1.61512,-0.0443134,-1.79823,0.000194952,-1.24078
-1.61509,-0.044282,-1.79823,0.000194545,-1.24079
-1.61506,-0.0442506,-1.79824,0.000194139,-1.24079
-1.61503,-0.0442192,-1.79824,0.000193623,-1.2408
-1.615,-0.0441878,-1.79824,0.000193218,-1.2408
-1.61497,-0.0441564,-1.79824,0.000192868,-1.24081
-1.61494,-0.044125,-1.79825,0.000192409,-1.24081
-1.6149,-0.0440937,-1.79825,0.000191951,-1.24082
-1.61487,-0.0440623,-1.79825,0.000191657,-1.24082
-1.61484,-0.0440309,-1.79825,0.0001912,-1.24083
-1.61481,-0.0439995,-1.79826,0.000190962,-1.24083
-1.61478,-0.0439681,-1.79826,0.000190397,-1.24084
-1.61475,-0.0439367,-1.79826,0.000189942,-1.24084
-1.61472,-0.0439053,-1.79826,0.00018965,-1.24085
-1.61468,-0.043874,-1.79827,0.00018925,-1.24085
-1.61465,-0.0438426,-1.79827,0.000188796,-1.24086
-1.61462,-0.0438112,-1.79827,0.000188397,-1.24086
-1.61459,-0.0437798,-1.79827,0.000187999,-1.24087
-1.61456,-0.0437484,-1.79828,0.000187601,-1.24087
-1.61453,-0.043717,-1.79828,0.000187096,-1.24088
-1.6145,-0.0436856,-1.79828,0.000186753,-1.24088
-1.61446,-0.0436543,-1.79828,0.000186249,-1.24089
-1.61443,-0.0436229,-1.79829,0.000185907,-1.24089
-1.6144,-0.0435915,-1.79829,0.000185566,-1.2409
-1.61437,-0.0435601,-1.79829,0.000185064,-1.24091
-1.61434,-0.0435287,-1.79829,0.000184778,-1.24091
-1.61431,-0.0434973,-1.7983,0.000184276,-1.24092
-1.61428,-0.0434659,-1.7983,0.000183937,-1.24092
-1.61424,-0.0434346,-1.7983,0.000183599,-1.24092
-1.61421,-0.0434032,-1.7983,0.000183153,-1.24093
-1.61418,-0.0433718,-1.79831,0.000182869,-1.24093
-1.61415,-0.0433404,-1.79831,0.000182371,-1.24094
-1.61412,-0.043309,-1.79831,0.00018198,-1.24094
-1.61409,-0.0432776,-1.79831,0.000181537,-1.24095
-1.61406,-0.0432462,-1.79832,0.000181201,-1.24095
-1.61402,-0.0432149,-1.79832,0.000180759,-1.24096
-1.61399,-0.0431835,-1.79832,0.000180424,-1.24096
-1.61396,-0.0431521,-1.79832,0.000180036,-1.24097
-1.61393,-0.0431207,-1.79833,0.000179596,-1.24098
-1.6139,-0.0430893,-1.79833,0.000179262,-1.24098
-1.61387,-0.0430579,-1.79833,0.000178769,-1.24099
-1.61384,-0.0430265,-1.79833,0.000178437,-1.24099
-1.6138,-0.0429951,-1.79834,0.000178052,-1.241
-1.61377,-0.0429638,-1.79834,0.000177614,-1.241
-1.61374,-0.0429324,-1.79834,0.000177283,-1.24101
-1.61371,-0.042901,-1.79834,0.000176847,-1.24101
-1.61368,-0.0428696,-1.79835,0.00017657,-1.24101
-1.61365,-0.0428382,-1.79835,0.000176134,-1.24102
-1.61362,-0.0428068,-1.79835,0.000175805,-1.24102
-1.61358,-0.0427754,-1.79835,0.000175371,-1.24103
-1.61355,-0.042744,-1.79835,0.000174884,-1.24104
-1.61352,-0.0427127,-1.79836,0.000174503,-1.24104
-1.61349,-0.0426813,-1.79836,0.000174124,-1.24105
-1.61346,-0.0426499,-1.79836,0.000173797,-1.24105
-1.61343,-0.0426185,-1.79836,0.000173418,-1.24106
-1.6134,-0.0425871,-1.79837,0.00017304,-1.24106
-1.61336,-0.0425557,-1.79837,0.000172715,-1.24106
-1.61333,-0.0425243,-1.79837,0.000172232,-1.24107
-1.6133,-0.042493,-1.79837,0.00017196,-1.24107
-1.61327,-0.0424616,-1.79838,0.000171426,-1.24108
-1.61324,-0.0424302,-1.79838,0.000171156,-1.24108
-1.61321,-0.0423988,-1.79838,0.000170833,-1.24109
-1.61318,-0.0423674,-1.79838,0.000170353,-1.2411
-1.61314,-0.042336,-1.79839,0.000169927,-1.2411
-1.61311,-0.0423046,-1.79839,0.000169605,-1.24111
-1.61308,-0.0422732,-1.79839,0.000169232,-1.24111
-1.61305,-0.0422418,-1.79839,0.000168859,-1.24111
-1.61302,-0.0422105,-1.7984,0.000168435,-1.24112
-1.61299,-0.0421791,-1.7984,0.000168011,-1.24113
-1.61296,-0.0421477,-1.7984,0.000167692,-1.24113
-1.61293,-0.0421163,-1.7984,0.000167374,-1.24113
-1.61289,-0.0420849,-1.79841,0.000166952,-1.24114
-1.61286,-0.0420535,-1.79841,0.000166582,-1.24114
-1.61283,-0.0420221,-1.79841,0.000166213,-1.24115
-1.6128,-0.0419907,-1.79841,0.000165896,-1.24115
-1.61277,-0.0419594,-1.79841,0.000165528,-1.24116
-1.61274,-0.041928,-1.79842,0.000165161,-1.24116
-1.61271,-0.0418966,-1.79842,0.000164794,-1.24117
-1.61267,-0.0418652,-1.79842,0.000164272,-1.24118
-1.61264,-0.0418338,-1.79842,0.000164009,-1.24118
-1.61261,-0.0418024,-1.79843,0.00016354,-1.24119
-1.61258,-0.041771,-1.79843,0.00016333,-1.24119
-1.61255,-0.0417396,-1.79843,0.000162914,-1.24119
-1.61252,-0.0417082,-1.79843,0.00016255,-1.2412
-1.61249,-0.0416769,-1.79844,0.000162238,-1.2412
-1.61245,-0.0416455,-1.79844,0.000161824,-1.24121
-1.61242,-0.0416141,-1.79844,0.00016141,-1.24121
-1.61239,-0.0415827,-1.79844,0.000161048,-1.24122
-1.61236,-0.0415513,-1.79845,0.000160635,-1.24122
-1.61233,-0.0415199,-1.79845,0.000160325,-1.24123
-1.6123,-0.0414885,-1.79845,0.000159965,-1.24123
-1.61227,-0.0414571,-1.79845,0.000159554,-1.24124
-1.61223,-0.0414257,-1.79845,0.000159297,-1.24124
-1.6122,-0.0413944,-1.79846,0.000158836,-1.24125
-1.61217,-0.041363,-1.79846,0.000158477,-1.24125
-1.61214,-0.0413316,-1.79846,0.000158119,-1.24126
-1.61211,-0.0413002,-1.79846,0.000157813,-1.24126
-1.61208,-0.0412688,-1.79847,0.000157405,-1.24127
-1.61205,-0.0412374,-1.79847,0.000157049,-1.24127
-1.61201,-0.041206,-1.79847,0.000156642,-1.24128
-1.61198,-0.0411746,-1.79847,0.000156286,-1.24128
-1.61195,-0.0411432,-1.79848,0.000156034,-1.24129
-1.61192,-0.0411119,-1.79848,0.000155628,-1.24129
-1.61189,-0.0410805,-1.79848,0.000155224,-1.2413
-1.61186,-0.0410491,-1.79848,0.000154972,-1.2413
-1.61183,-0.0410177,-1.79849,0.000154619,-1.2413
-1.61179,-0.0409863,-1.79849,0.000154165,-1.24131
-1.61176,-0.0409549,-1.79849,0.000153864,-1.24131
-1.61173,-0.0409235,-1.79849,0.000153462,-1.24132
-1.6117,-0.0408921,-1.79849,0.000153162,-1.24132
-1.61167,-0.0408607,-1.7985,0.000152761,-1.24133
-1.61164,-0.0408294,-1.7985,0.000152461,-1.24133
-1.61161,-0.040798,-1.7985,0.000152162,-1.24134
-1.61157,-0.0407666,-1.7985,0.000151763,-1.24134
-1.61154,-0.0407352,-1.79851,0.000151364,-1.24135
-1.61151,-0.0407038,-1.79851,0.000151117,-1.24135
-1.61148,-0.0406724,-1.79851,0.000150719,-1.24136
-1.61145,-0.040641,-1.79851,0.000150322,-1.24136
-1.61142,-0.0406096,-1.79852,0.000150076,-1.24137
-1.61139,-0.0405782,-1.79852,0.00014968,-1.24137
-1.61135,-0.0405468,-1.79852,0.000149335,-1.24138
-1.61132,-0.0405155,-1.79852,0.00014904,-1.24138
-1.61129,-0.0404841,-1.79852,0.000148645,-1.24139
-1.61126,-0.0404527,-1.79853,0.000148402,-1.24139
-1.61123,-0.0404213,-1.79853,0.000147958,-1.2414
-1.6112,-0.0403899,-1.79853,0.000147615,-1.2414
-1.61117,-0.0403585,-1.79853,0.000147223,-1.24141
-1.61113,-0.0403271,-1.79854,0.000146831,-1.24141
-1.6111,-0.0402957,-1.79854,0.000146539,-1.24142
-1.61107,-0.0402643,-1.79854,0.000146248,-1.24142
-1.61104,-0.0402329,-1.79854,0.000145858,-1.24142
-1.61101,-0.0402015,-1.79854,0.000145518,-1.24143
-1.61098,-0.0401702,-1.79855,0.000145228,-1.24143
-1.61095,-0.0401388,-1.79855,0.00014484,-1.24144
-1.61091,-0.0401074,-1.79855,0.000144551,-1.24144
-1.61088,-0.040076,-1.79855,0.000144262,-1.24145
-1.61085,-0.0400446,-1.79856,0.000143875,-1.24145
-1.61082,-0.0400132,-1.79856,0.000143389,-1.24146
-1.61079,-0.0399818,-1.79856,0.000143102,-1.24146
-1.61076,-0.0399504,-1.79856,0.000142865,-1.24147
-1.61073,-0.039919,-1.79857,0.00014248,-1.24147
-1.61069,-0.0398876,-1.79857,0.000142195,-1.24148
-1.61066,-0.0398563,-1.79857,0.00014186,-1.24148
-1.61063,-0.0398249,-1.79857,0.000141477,-1.24149
-1.6106,-0.0397935,-1.79857,0.000141241,-1.24149
-1.61057,-0.0397621,-1.79858,0.000140761,-1.2415
-1.61054,-0.0397307,-1.79858,0.000140379,-1.2415
-1.61051,-0.0396993,-1.79858,0.000140145,-1.2415
-1.61047,-0.0396679,-1.79858,0.000139764,-1.24151
-1.61044,-0.0396365,-1.79859,0.000139482,-1.24151
-1.61041,-0.0396051,-1.79859,0.000139053,-1.24152
-1.61038,-0.0395737,-1.79859,0.000138772,-1.24152
-1.61035,-0.0395423,-1.79859,0.00013854,-1.24153
-1.61032,-0.0395109,-1.79859,0.000138162,-1.24153
-1.61029,-0.0394796,-1.7986,0.000137736,-1.24154
-1.61025,-0.0394482,-1.7986,0.000137505,-1.24154
-1.61022,-0.0394168,-1.7986,0.000137129,-1.24155
-1.61019,-0.0393854,-1.7986,0.000136801,-1.24155
-1.61016,-0.039354,-1.79861,0.000136474,-1.24156
-1.61013,-0.0393226,-1.79861,0.000136246,-1.24156
-1.6101,-0.0392912,-1.79861,0.00013592,-1.24156
-1.61007,-0.0392598,-1.79861,0.000135594,-1.24157
-1.61003,-0.0392284,-1.79861,0.000135221,-1.24157
-1.61,-0.039197,-1.79862,0.000134799,-1.24158
-1.60997,-0.0391656,-1.79862,0.000134572,-1.24158
-1.60994,-0.0391342,-1.79862,0.000134249,-1.24159
-1.60991,-0.0391029,-1.79862,0.000133926,-1.24159
-1.60988,-0.0390715,-1.79863,0.0001337,-1.24159
-1.60985,-0.0390401,-1.79863,0.00013333,-1.2416
-1.60981,-0.0390087,-1.79863,0.000132863,-1.24161
-1.60978,-0.0389773,-1.79863,0.000132542,-1.24161
-1.60975,-0.0389459,-1.79863,0.000132318,-1.24161
-1.60972,-0.0389145,-1.79864,0.000132046,-1.24162
-1.60969,-0.0388831,-1.79864,0.00013163,-1.24162
-1.60966,-0.0388517,-1.79864,0.000131407,-1.24163
-1.60963,-0.0388203,-1.79864,0.00013104,-1.24163
-1.60959,-0.0387889,-1.79865,0.000130722,-1.24164
-1.60956,-0.0387575,-1.79865,0.000130404,-1.24164
-1.60953,-0.0387262,-1.79865,0.000130087,-1.24165
-1.6095,-0.0386948,-1.79865,0.00012977,-1.24165
-1.60947,-0.0386634,-1.79865,0.00012955,-1.24165
-1.60944,-0.038632,-1.79866,0.000129138,-1.24166
-1.60941,-0.0386006,-1.79866,0.000128823,-1.24166
-1.60938,-0.0385692,-1.79866,0.000128556,-1.24167
-1.60934,-0.0385378,-1.79866,0.000128193,-1.24167
-1.60931,-0.0385064,-1.79867,0.000127784,-1.24168
-1.60928,-0.038475,-1.79867,0.000127519,-1.24168
-1.60925,-0.0384436,-1.79867,0.000127206,-1.24169
-1.60922,-0.0384122,-1.79867,0.000127036,-1.24169
-1.60919,-0.0383808,-1.79867,0.000126581,-1.2417
-1.60916,-0.0383494,-1.79868,0.000126364,-1.2417
-1.60912,-0.038318,-1.79868,0.000126006,-1.2417
-1.60909,-0.0382867,-1.79868,0.000125695,-1.24171
-1.60906,-0.0382553,-1.79868,0.000125385,-1.24171
-1.60903,-0.0382239,-1.79868,0.000125075,-1.24172
-1.609,-0.0381925,-1.79869,0.000124861,-1.24172
-1.60897,-0.0381611,-1.79869,0.000124505,-1.24173
-1.60894,-0.0381297,-1.79869,0.000124149,-1.24173
-1.6089,-0.0380983,-1.79869,0.000123889,-1.24174
-1.60887,-0.0380669,-1.7987,0.000123534,-1.24174
-1.60884,-0.0380355,-1.7987,0.000123321,-1.24174
-1.60881,-0.0380041,-1.7987,0.000122921,-1.24175
-1.60878,-0.0379727,-1.7987,0.000122709,-1.24175
-1.60875,-0.0379413,-1.7987,0.000122403,-1.24176
-1.60872,-0.0379099,-1.79871,0.000122004,-1.24176
-1.60868,-0.0378785,-1.79871,0.000121793,-1.24177
-1.60865,-0.0378472,-1.79871,0.000121489,-1.24177
-1.60862,-0.0378158,-1.79871,0.000121139,-1.24178
-1.60859,-0.0377844,-1.79871,0.000120789,-1.24178
-1.60856,-0.037753,-1.79872,0.000120486,-1.24179
-1.60853,-0.0377216,-1.79872,0.000120184,-1.24179
-1.6085,-0.0376902,-1.79872,0.000119929,-1.24179
-1.60846,-0.0376588,-1.79872,0.000119628,-1.2418
-1.60843,-0.0376274,-1.79873,0.000119327,-1.2418
-1.6084,-0.037596,-1.79873,0.00011898,-1.24181
-1.60837,-0.0375646,-1.79873,0.000118726,-1.24181
-1.60834,-0.0375332,-1.79873,0.000118427,-1.24182
-1.60831,-0.0375018,-1.79873,0.000118174,-1.24182
-1.60828,-0.0374704,-1.79874,0.000117783,-1.24183
-1.60824,-0.037439,-1.79874,0.000117485,-1.24183
-1.60821,-0.0374076,-1.79874,0.00011728,-1.24183
-1.60818,-0.0373762,-1.79874,0.000116983,-1.24184
-1.60815,-0.0373449,-1.79874,0.000116732,-1.24184
-1.60812,-0.0373135,-1.79875,0.000116436,-1.24185
-1.60809,-0.0372821,-1.79875,0.000116002,-1.24185
-1.60806,-0.0372507,-1.79875,0.000115844,-1.24185
-1.60802,-0.0372193,-1.79875,0.000115503,-1.24186
-1.60799,-0.0371879,-1.79875,0.000115255,-1.24186
-1.60796,-0.0371565,-1.79876,0.000114869,-1.24187
-1.60793,-0.0371251,-1.79876,0.000114622,-1.24187
-1.6079,-0.0370937,-1.79876,0.000114374,-1.24188
-1.60787,-0.0370623,-1.79876,0.000114082,-1.24188
-1.60784,-0.0370309,-1.79877,0.000113744,-1.24189
-1.6078,-0.0369995,-1.79877,0.000113452,-1.24189
-1.60777,-0.0369681,-1.79877,0.000113161,-1.24189
-1.60774,-0.0369367,-1.79877,0.000112916,-1.2419
-1.60771,-0.0369053,-1.79877,0.000112671,-1.2419
-1.60768,-0.0368739,-1.79878,0.00011229,-1.24191
-1.60765,-0.0368425,-1.79878,0.000112046,-1.24191
-1.60762,-0.0368111,-1.79878,0.000111803,-1.24191
-1.60758,-0.0367798,-1.79878,0.000111423,-1.24192
-1.60755,-0.0367484,-1.79878,0.000111181,-1.24192
-1.60752,-0.036717,-1.79879,0.000110893,-1.24193
-1.60749,-0.0366856,-1.79879,0.000110606,-1.24193
-1.60746,-0.0366542,-1.79879,0.000110274,-1.24194
