type,x,y
curve,0.0,0.0
curve,0.0006696879774547728,0.02658562297068383
curve,0.0013393759549095456,0.03763312664571854
curve,0.0020090639323643183,0.04612422625514715
curve,0.002678751909819091,0.05329202219198656
curve,0.003348439887273864,0.05961414093323058
curve,0.004018127864728637,0.0653355355531454
curve,0.0046878158421834095,0.0706017173951923
curve,0.005357503819638182,0.07550749362410322
curve,0.006027191797092955,0.08011871631516491
curve,0.006696879774547728,0.08448333097817427
curve,0.007366567752002501,0.08863753177532674
curve,0.008036255729457273,0.09260943726646258
curve,0.008705943706912047,0.09642140805625285
curve,0.009375631684366819,0.10009157350185847
curve,0.010045319661821593,0.10363487431840952
curve,0.010715007639276365,0.10706379644118977
curve,0.011384695616731137,0.1103889010385505
curve,0.01205438359418591,0.11361921588658298
curve,0.012724071571640683,0.11676253000924672
curve,0.013393759549095456,0.11982561929434492
curve,0.014063447526550229,0.12281442187634392
curve,0.014733135504005002,0.1257341763148592
curve,0.015402823481459774,0.12858953178287405
curve,0.016072511458914546,0.13138463689750782
curve,0.01674219943636932,0.1341232120449588
curve,0.017411887413824094,0.13680860880017603
curve,0.018081575391278866,0.13944385914884347
curve,0.018751263368733638,0.1420317165724761
curve,0.01942095134618841,0.14457469058262187
curve,0.020090639323643186,0.14707507593728053
curve,0.020760327301097958,0.1495349775073742
curve,0.02143001527855273,0.1519563315595777
curve,0.0220997032560075,0.1543409240672067
curve,0.022769391233462274,0.15669040654117122
curve,0.02343907921091705,0.15900630977953975
curve,0.02410876718837182,0.16129005586071057
curve,0.024778455165826593,0.16354296864686158
curve,0.025448143143281365,0.16576628301778404
curve,0.02611783112073614,0.16796115301777295
curve,0.026787519098190913,0.17012865906797672
curve,0.027457207075645685,0.17226981437197905
curve,0.028126895053100457,0.17438557062224225
curve,0.02879658303055523,0.17647682309847007
curve,0.029466271008010005,0.17854441523525796
curve,0.030135958985464777,0.18058914272502635
curve,0.03080564696291955,0.1826117572127482
curve,0.03147533494037432,0.1846129696310355
curve,0.03214502291782909,0.18659345321746607
curve,0.032814710895283865,0.1885538462503867
curve,0.03348439887273864,0.19049475453464507
curve,0.034154086850193416,0.19241675366463099
curve,0.03482377482764819,0.19432039108853547
curve,0.03549346280510296,0.19620618799475964
curve,0.03616315078255773,0.19807464103884895
curve,0.036832838760012504,0.19992622392712692
curve,0.037502526737467276,0.20176138887129785
curve,0.03817221471492205,0.20358056792663975
curve,0.03884190269237682,0.20538417422497401
curve,0.03951159066983159,0.20717260311235042
curve,0.04018127864728637,0.20894623320029507
curve,0.04085096662474114,0.2107054273385146
curve,0.041520654602195915,0.21245053351611135
curve,0.04219034257965069,0.21418188569762725
curve,0.04286003055710546,0.2158998045995862
curve,0.04352971853456023,0.2176045984126289
curve,0.044199406512015,0.21929656347382814
curve,0.044869094489469775,0.22097598489332096
curve,0.04553878246692455,0.2226431371389959
curve,0.046208470444379326,0.22429828458261558
curve,0.0468781584218341,0.2259416820104385
curve,0.04754784639928887,0.22757357510112042
curve,0.04821753437674364,0.22919420087342196
curve,0.048887222354198415,0.23080378810602087
curve,0.04955691033165319,0.2324025577315244
curve,0.05022659830910796,0.2339907232065938
curve,0.05089628628656273,0.23556849085992662
curve,0.0515659742640175,0.23713606021969463
curve,0.05223566224147228,0.23869362432190083
curve,0.052905350218927054,0.24024137000099627
curve,0.053575038196381826,0.24177947816398923
curve,0.0542447261738366,0.24330812404917715
curve,0.05491441415129137,0.24482747747054345
curve,0.05558410212874614,0.2463377030487781
curve,0.056253790106200914,0.24783896042980486
curve,0.056923478083655686,0.2493314044916322
curve,0.05759316606111046,0.2508151855402807
curve,0.05826285403856524,0.25229044949548396
curve,0.05893254201602001,0.25375733806680734
curve,0.05960222999347478,0.25521598892078307
curve,0.06027191797092955,0.25666653583961385
curve,0.060941605948384325,0.2581091088719602
curve,0.0616112939258391,0.25954383447628826
curve,0.06228098190329387,0.26097083565722196
curve,0.06295066988074864,0.2623902320953119
curve,0.06362035785820341,0.2638021402706054
curve,0.06429004583565819,0.2652066735803764
curve,0.06495973381311296,0.2666039424513476
curve,0.06562942179056773,0.2679940544467179
curve,0.0662991097680225,0.2693771143682851
curve,0.06696879774547727,0.2707532243539358
curve,0.06763848572293206,0.27212248397075756
curve,0.06830817370038683,0.2734849903040097
curve,0.0689778616778416,0.27484083804217724
curve,0.06964754965529638,0.2761901195583155
curve,0.07031723763275115,0.2775329249878814
curve,0.07098692561020592,0.2788693423032355
curve,0.07165661358766069,0.2801994573849866
curve,0.07232630156511546,0.28152335409034124
curve,0.07299598954257024,0.28284111431861025
curve,0.07366567752002501,0.28415281807401555
curve,0.07433536549747978,0.2854585435259315
curve,0.07500505347493455,0.28675836706668856
curve,0.07567474145238932,0.2880523633670579
curve,0.0763444294298441,0.2893406054295299
curve,0.07701411740729887,0.29062316463949267
curve,0.07768380538475364,0.2919001108144115
curve,0.07835349336220841,0.29317151225110294
curve,0.07902318133966318,0.2944374357711929
curve,0.07969286931711797,0.29569794676484484
curve,0.08036255729457274,0.29695310923283524
curve,0.08103224527202751,0.2982029858270546
curve,0.08170193324948229,0.29944763788950346
curve,0.08237162122693706,0.3006871254898523
curve,0.08304130920439183,0.30192150746162927
curve,0.0837109971818466,0.3031508414370952
curve,0.08438068515930137,0.30437518388086654
