"Type","X","Y"
"curve",0.,0.
"curve",0.00020077245564094093,0.014541735697720402
"curve",0.00040154491128188187,0.020575719379105344
"curve",0.0006023173669228229,0.025209971175533308
"curve",0.0008030898225637637,0.02911966909898407
"curve",0.0010038622782047046,0.03256633728792658
"curve",0.0012046347338456457,0.0356841010256254
"curve",0.0014054071894865866,0.0385526367388622
"curve",0.0016061796451275275,0.04122385792372284
"curve",0.0018069521007684683,0.04373382373857987
"curve",0.0020077245564094092,0.04610878857429799
"curve",0.00220849701205035,0.04836857232385869
"curve",0.0024092694676912914,0.05052857302953768
"curve",0.0026100419233322323,0.05260103590934908
"curve",0.002810814378973173,0.05459588930725412
"curve",0.003011586834614114,0.05652131557441568
"curve",0.003212359290255055,0.058384152898514424
"curve",0.003413131745895996,0.060190185515480686
"curve",0.0036139042015369367,0.061944358009760905
"curve",0.0038146766571778776,0.06365093664740534
"curve",0.0040154491128188185,0.06531363291476906
"curve",0.004216221568459759,0.06693569955183117
"curve",0.0044169940241007,0.06852000621407069
"curve",0.004617766479741641,0.07006909980807573
"curve",0.004818538935382583,0.07158525313269976
"curve",0.005019311391023524,0.07307050448228998
"curve",0.005220083846664465,0.07452669018348644
"curve",0.0054208563023054055,0.07595547154814464
"curve",0.005621628757946346,0.07735835737078542
"curve",0.005822401213587287,0.07873672283899597
"curve",0.006023173669228228,0.08009182553198209
"curve",0.006223946124869169,0.08142481903722004
"curve",0.00642471858051011,0.0827367646048079
"curve",0.006625491036151051,0.08402864117446018
"curve",0.006826263491791992,0.08530135404455011
"curve",0.0070270359474329325,0.0865557424014303
"curve",0.007227808403073873,0.08779258588698799
"curve",0.007428580858714814,0.0890126103504561
"curve",0.007629353314355755,0.09021649290500292
"curve",0.007830125769996697,0.09140486638912644
"curve",0.008030898225637637,0.0925783233163051
"curve",0.008231670681278579,0.09373741938287013
"curve",0.008432443136919519,0.09488267659303382
"curve",0.00863321559256046,0.09601458605093627
"curve",0.0088339880482014,0.0971336104620744
"curve",0.009034760503842342,0.09824018638025202
"curve",0.009235532959483282,0.09933472623099475
"curve",0.009436305415124224,0.10041762013802379
"curve",0.009637077870765166,0.10148923757572144
"curve",0.009837850326406106,0.10254992886743122
"curve",0.010038622782047047,0.10360002654681533
"curve",0.010239395237687987,0.10463984659726301
"curve",0.01044016769332893,0.10566968958244191
"curve",0.01064094014896987,0.10668984167945426
"curve",0.010841712604610811,0.10770057562466102
"curve",0.011042485060251751,0.10870215158103014
"curve",0.011243257515892693,0.10969481793482364
"curve",0.011444029971533633,0.11067881202853427
"curve",0.011644802427174574,0.11165436083619801
"curve",0.011845574882815514,0.1126216815865247
"curve",0.012046347338456456,0.11358098233869175
"curve",0.012247119794097396,0.11453246251512358
"curve",0.012447892249738338,0.11547631339511973
"curve",0.012648664705379278,0.11641271857279192
"curve",0.01284943716102022,0.11734185438241422
"curve",0.013050209616661161,0.11826389029397642
"curve",0.013250982072302101,0.11917898928145271
"curve",0.013451754527943043,0.12008730816605144
"curve",0.013652526983583983,0.12098899793649238
"curve",0.013853299439224925,0.1218842040481631
"curve",0.014054071894865865,0.12277306670283226
"curve",0.014254844350506807,0.1236557211104425
"curve",0.014455616806147747,0.12453229773436607
"curve",0.014656389261788689,0.12540292252138296
"curve",0.014857161717429629,0.1262677171175281
"curve",0.01505793417307057,0.12712679907085522
"curve",0.01525870662871151,0.12798028202207332
"curve",0.015459479084352452,0.12882827588393073
"curve",0.015660251539993394,0.12967088701014817
"curve",0.015861023995634334,0.1305082183546356
"curve",0.016061796451275274,0.13134036962166704
"curve",0.016262568906916217,0.1321674374076326
"curve",0.016463341362557157,0.13298951533493955
"curve",0.016664113818198097,0.13380669417858587
"curve",0.016864886273839037,0.1346190619858913
"curve",0.01706565872947998,0.13542670418983216
"curve",0.01726643118512092,0.13622970371639334
"curve",0.01746720364076186,0.1370281410863183
"curve",0.0176679760964028,0.13782209451161062
"curve",0.017868748552043744,0.13861163998711426
"curve",0.018069521007684684,0.13939685137747562
"curve",0.018270293463325624,0.14017780049976916
"curve",0.018471065918966564,0.14095455720204766
"curve",0.018671838374607508,0.14172718943806062
"curve",0.018872610830248448,0.14249576333836603
"curve",0.019073383285889388,0.14326034327804701
"curve",0.01927415574153033,0.14402099194122844
"curve",0.01947492819717127,0.1447777703825772
"curve",0.01967570065281221,0.145530738085956
"curve",0.01987647310845315,0.14627995302039085
"curve",0.020077245564094095,0.14702547169350028
"curve",0.020278018019735035,0.1477673492025261
"curve",0.020478790475375975,0.1485056392830962
"curve",0.020679562931016915,0.14924039435584052
"curve",0.02088033538665786,0.1499716655709755
"curve",0.0210811078422988,0.1506995028509635
"curve",0.02128188029793974,0.1514239549313486
"curve",0.02148265275358068,0.15214506939986208
"curve",0.021683425209221622,0.1528628927338874
"curve",0.021884197664862562,0.15357747033636726
"curve",0.022084970120503502,0.1542888465702316
"curve",0.022285742576144442,0.15499706479142056
"curve",0.022486515031785385,0.15570216738057074
"curve",0.022687287487426325,0.15640419577343195
"curve",0.022888059943067265,0.15710319049007443
"curve",0.02308883239870821,0.15779919116294625
"curve",0.02328960485434915,0.15849223656383443
"curve",0.02349037730999009,0.15918236462978286
"curve",0.02369114976563103,0.15986961248801487
"curve",0.023891922221271972,0.16055401647990772
"curve",0.024092694676912912,0.16123561218406207
"curve",0.024293467132553852,0.16191443443850798
"curve",0.024494239588194792,0.1625905173620868
"curve",0.024695012043835736,0.16326389437504601
"curve",0.024895784499476676,0.16393459821888173
"curve",0.025096556955117616,0.16460266097546294
"curve",0.025297329410758556,0.16526811408546793
"curve",0.0254981018663995,0.16593098836616416
"curve",0.02569887432204044,0.16659131402855887
"curve",0.02589964677768138,0.1672491206939482
"curve",0.026100419233322323,0.1679044374098895
"curve",0.026301191688963263,0.1685572926656225
"curve",0.026501964144604203,0.16920771440696092
"curve",0.026702736600245143,0.16985573005067803
"curve",0.026903509055886086,0.17050136649840592
"curve",0.027104281511527026,0.17114465015006872
"curve",0.027305053967167967,0.17178560691686917
"curve",0.027505826422808907,0.17242426223384613
"curve",0.02770659887844985,0.17306064107202007
"curve",0.02790737133409079,0.17369476795014352
"curve",0.02810814378973173,0.17432666694607143
"curve",0.02830891624537267,0.17495636170776707
"curve",0.028509688701013614,0.1755838754639567
"curve",0.028710461156654554,0.1762092310344478
"curve",0.028911233612295494,0.1768324508401225
"curve",0.029112006067936437,0.17745355691261966
"curve",0.029312778523577377,0.1780725709037167
"curve",0.029513550979218317,0.17868951409442296
"curve",0.029714323434859257,0.17930440740379494
"curve",0.0299150958905002,0.17991727139748384
"curve",0.03011586834614114,0.18052812629602571
"curve",0.03031664080178208,0.18113699198288283
"curve",0.03051741325742302,0.18174388801224634
"curve",0.030718185713063964,0.18234883361660764
"curve",0.030918958168704904,0.18295184771410783
"curve",0.031119730624345844,0.18355294891567261
"curve",0.03132050307998679,0.18415215553194045
"curve",0.031521275535627724,0.18474948557999088
"curve",0.03172204799126867,0.1853449567898805
"curve",0.03192282044690961,0.1859385866109931
"curve",0.03212359290255055,0.18653039221821027
"curve",0.03232436535819149,0.18712039051790857
"curve",0.032525137813832435,0.18770859815378943
"curve",0.03272591026947337,0.18829503151254748
"curve",0.032926682725114315,0.1888797067293823
"curve",0.03312745518075525,0.1894626396933596
"curve",0.033328227636396195,0.19004384605262567
"curve",0.03352900009203714,0.19062334121948143
"curve",0.033729772547678075,0.19120114037531943
"curve",0.03393054500331902,0.19177725847542917
"curve",0.03413131745895996,0.1923517102536742
"curve",0.0343320899146009,0.19292451022704585
"curve",0.03453286237024184,0.1934956727000974
"curve",0.03473363482588278,0.19406521176926203
"curve",0.03493440728152372,0.19463314132705897
"curve",0.035135179737164665,0.19519947506619076
"curve",0.0353359521928056,0.19576422648353523
"curve",0.035536724648446545,0.196327408884036
"curve",0.03573749710408749,0.19688903538449365
"curve",0.035938269559728425,0.19744911891726138
"curve",0.03613904201536937,0.198007672233848
"curve",0.03633981447101031,0.19856470790843073
"curve",0.03654058692665125,0.19912023834128084
"curve",0.03674135938229219,0.19967427576210514
"curve",0.03694213183793313,0.2002268322333043
"curve",0.03714290429357407,0.200777919653153
"curve",0.037343676749215016,0.2013275497589015
"curve",0.03754444920485595,0.20187573412980325
"curve",0.037745221660496896,0.20242248419006914
"curve",0.03794599411613784,0.20296781121175142
"curve",0.038146766571778776,0.20351172631755873
"curve",0.03834753902741972,0.20405424048360501
"curve",0.03854831148306066,0.2045953645420932
"curve",0.0387490839387016,0.20513510918393654
"curve",0.03894985639434254,0.20567348496131838
"curve",0.03915062884998348,0.2062105022901932
"curve",0.03935140130562442,0.20674617145272955
"curve",0.039552173761265366,0.20728050259969721
"curve",0.0397529462169063,0.20781350575279958
"curve",0.039953718672547246,0.20834519080695368
"curve",0.04015449112818819,0.20887556753251796
"curve",0.040355263583829126,0.2094046455774706
"curve",0.04055603603947007,0.20993243446953874
"curve",0.040756808495111006,0.21045894361828052
"curve",0.04095758095075195,0.2109841823171209
"curve",0.04115835340639289,0.21150815974534282
"curve",0.04135912586203383,0.2120308849700342
"curve",0.04155989831767477,0.2125523669479932
"curve",0.04176067077331572,0.21307261452759144
"curve",0.04196144322895665,0.21359163645059723
"curve",0.0421622156845976,0.2141094413539598
"curve",0.04236298814023854,0.21462603777155476
"curve",0.04256376059587948,0.21514143413589282
"curve",0.04276453305152042,0.21565563877979238
"curve",0.04296530550716136,0.2161686599380163
"curve",0.0431660779628023,0.21668050574887476
"curve",0.043366850418443244,0.21719118425579437
"curve",0.04356762287408418,0.21770070340885467
"curve",0.043768395329725124,0.2182090710662929
"curve",0.04396916778536607,0.21871629499597756
"curve",0.044169940241007004,0.21922238287685175
"curve",0.04437071269664795,0.21972734230034727
"curve",0.044571485152288884,0.22023118077176954
"curve",0.04477225760792983,0.2207339057116548
"curve",0.04497303006357077,0.22123552445709982
"curve",0.04517380251921171,0.22173604426306487
"curve",0.04537457497485265,0.22223547230365082
"curve",0.045575347430493594,0.2227338156733506
"curve",0.04577611988613453,0.2232310813882762
"curve",0.045976892341775474,0.223727276387361
"curve",0.04617766479741642,0.22422240753353911
"curve",0.046378437253057354,0.22471648161490088
"curve",0.0465792097086983,0.22520950534582693
"curve",0.046779982164339234,0.22570148536809898
"curve",0.04698075461998018,0.22619242825199046
"curve",0.04718152707562112,0.2266823404973352
"curve",0.04738229953126206,0.22717122853457633
"curve",0.047583071986903,0.22765909872579473
"curve",0.047783844442543945,0.22814595736571833
"curve",0.04798461689818488,0.22863181068271207
"curve",0.048185389353825825,0.2291166648397495
"curve",0.04838616180946677,0.22960052593536584
"curve",0.048586934265107705,0.23008340000459354
"curve",0.04878770672074865,0.23056529301988044
"curve",0.048988479176389585,0.23104621089199062
"curve",0.04918925163203053,0.23152615947088928
"curve",0.04939002408767147,0.23200514454661056
"curve",0.04959079654331241,0.23248317185011017
"curve",0.04979156899895335,0.23296024705410232
"curve",0.049992341454594295,0.23343637577388116
"curve",0.05019311391023523,0.2339115635681279
"curve",0.050393886365876175,0.23438581593970295
"curve",0.05059465882151711,0.23485913833642422
"curve",0.050795431277158055,0.23533153615183117
"curve",0.050996203732799,0.2358030147259358
"curve",0.051196976188439935,0.23627357934595972
"curve",0.05139774864408088,0.23674323524705873
"curve",0.05159852109972182,0.23721198761303441
"curve",0.05179929355536276,0.23767984157703329
"curve",0.0520000660110037,0.23814680222223403
"curve",0.052200838466644646,0.2386128745825223
